,474
hasten,2
leasing,1
disaster,1
fair,14
expediency,5
consummation,1
unexpectedly,1
result,35
fail,15
resigned,2
best,22
lots,1
solicitude,1
unalterable,1
counsel,1
preserve,26
discipline,7
men,34
extend,14
nature,11
invigorated,1
herrera,12
reeled,1
authorizing,7
extent,45
debt,48
tyranny,1
accident,1
country,298
demanded,15
installments,13
adapted,5
asked,4
alternate,1
twenty-three,1
irresponsible,1
postmasters,2
reconsideration,1
union,125
advert,1
much,70
privilege,4
exactness,1
life,11
retrospect,1
eastern,4
moneys,9
lift,1
doubts,5
evasions,1
worked,1
diverted,1
unsold,8
presidency,2
contingencies,1
employ,4
misconstrued,1
prostrate,1
elaborate,1
levies,1
congratulation,2
long-pending,1
characterize,4
eighteen,5
anticipating,1
levied,17
trusted,2
trustee,1
memorial,2
severity,1
things,10
rebellion,1
harmony,23
european,25
fairly,2
marches,1
exacting,1
refit,1
pioneers,2
vice-president,4
corporate,1
opinions,14
distribute,1
disguise,1
sovereigns,2
succeeding,2
previous,11
ease,4
had,330
advancement,4
thickening,1
collections,1
beloved,4
has,393
desertions,1
disagreement,1
possible,22
possibly,2
indicative,2
birth,5
usually,3
occurring,3
desire,43
specie,16
misled,1
steps,3
misdemeanors,1
battlefield,1
beneficial,10
right,65
old,7
creek,2
crowd,1
people,196
crown,2
animate,1
enemies,4
for,911
inhuman,1
contributing,3
foe,2
individuals,9
exposition,2
substituted,4
yoke,1
defensive,4
losing,1
memorable,1
manufacturing,8
dollars,11
citizens,129
raised,19
facility,3
infraction,4
administer,2
one-fourth,3
furnishing,4
reducing,4
authorizes,3
support,34
constantly,14
avail,4
impracticability,1
grasping,1
authorized,58
greatness,7
resulted,8
happy,19
insurrection,2
offer,12
magnificent,1
conclusively,1
incorporation,2
safeguard,2
blockading,1
congratulations,1
extremity,1
unanimous,3
dues,4
declared--,1
proud,4
proved,20
implications,1
crumble,1
proves,4
exist,31
negotiations,20
solicitation,1
anna's,1
treasure--the,1
warms,1
ulloa,1
ambitious,1
conferring,3
disastrously,1
intend,3
models,1
transported,3
invested,16
post-office,6
time,127
conferred,12
equalizes,1
corps,12
whoever,1
recurrence,3
persevere,2
cheap,1
navigable,1
consolidation,9
choice,4
embark,1
mourn,1
fullest,1
exact,1
minute,1
coeval,2
invade,4
leave,7
solved,1
settle,16
depository,4
speculation,3
power--a,1
prevent,21
spiritual,1
rents,1
insignificant,1
sign,3
long-suffering,1
reaffirmed,1
educate,1
exempts,1
current,2
ground,10
revulsions,5
mode--an,1
understanding,12
contemplate,1
yards,1
address,6
alone,20
heartburnings,3
along,7
unadjusted,2
momentous,1
centralization,1
redemption,1
brilliant,7
wherever,2
commonly,2
accomplished,6
concealed,1
love,4
prefer,6
pursuahce,1
undergone,1
working,1
positive,3
predictions,1
papal,1
cherished,5
opposed,5
scope,1
introducing,1
afford,24
subsistence,3
apparent,6
oregon,75
odious,1
everywhere,3
virtue,11
behalf,1
preponderance,1
originally,3
believes,1
valorem,4
values,2
believed,52
detached,4
admired,2
allowed,7
offense,5
winter,1
divided,7
vainly,2
revolted,1
encampment,1
rigors,1
spot,1
applications,3
date,22
such,310
revealed,1
temperate,1
natural,6
conscious,2
consequently,2
yielding,5
st,38
inhabiting,5
so,176
subsisting,4
unfavorably,1
years,72
course,17
lessees,1
unfavorable,1
tendency,6
colorado,1
constituted,12
derive,8
despotic,5
imperishable,1
infirmities,2
torn,1
suspicion,2
constitutes,7
suspension,2
troubled,2
conveying,2
thereby,14
integral,3
nation,60
records,4
overpowering,1
compelled,14
arriving,7
maintaining,9
one-seventh,1
establishing,12
uncultivated,1
quarter,11
repaired,2
square,4
receipt,8
owing,2
entering,2
actively,1
collisions,2
seriously,8
investigation,3
intermit,1
bordering,4
million,9
incentives,1
governing,2
quite,3
complicated,3
besides,12
remainder,7
patronage,1
disguised,2
routes,5
neglect,3
seventy-third,1
spoken,1
clause,2
reprisal,2
one,120
reopen,2
submit,19
spanish,16
vote,17
open,12
affords,3
city,30
guadalupe,7
draft,4
convene,1
lingering,1
proving,1
toilsome,1
representing,2
depressed,1
exacted,7
folly,1
future,20
russia,1
prospect,3
san,10
argument,1
say,11
suffrages,2
uninterrupted,1
decrees,1
saw,4
aside,1
instructed,10
note,14
jefferson,4
take,30
destroy,8
power--but,1
relaxed,2
appellation,1
opposite,3
knew,3
remarks,1
inserted,1
impoverishing,1
average,2
sale,19
federal,46
atlantic,13
reenforce,1
laws,115
madison,6
surplus,12
senators,10
inconsistent,3
aggressive,3
imagined,1
equipped,1
outrage,4
congressional,2
dispute,9
guarded,3
revolutionized,1
condemning,1
d'affaires,3
battalions,1
outlet,1
prime,1
resource,1
assimilate,1
liable,3
where,17
grantees,3
isabel,1
impressions,5
aroused,1
rewarded,1
wielding,1
alarming,1
representatives,65
navigated,1
bureau,1
affecting,3
enjoys,1
annexing,4
ascribed,1
laborers--and,1
concentrate,4
awards,5
menacing,1
suppressed,1
concentrated,7
many,83
besieging,1
loudly,1
expended,1
expression,1
harmony--a,1
yearly,2
adjudication,1
extinct,1
buren,2
west,39
casus,1
concede,5
almighty,6
combined,9
motives,6
likewise,1
wants,6
enable,24
thousand,1
formed,10
observe,3
presided,1
abject,1
former,13
polls,2
single,12
intimately,2
invoking,2
overcome,1
situation,4
endured,2
perpetuate,2
prevalence,1
engaged,35
regularity,1
fame,3
expenditures,50
verified,1
threatens,1
preparatory,1
asunder,1
faculty,2
sickness,1
devolves,1
mexico--causes,1
advertisement,1
devolved,6
undefined,1
vacant,2
trains,2
summer,6
being,67
postages,7
judiciously,2
interrupt,2
steamer,3
occasional,1
geological,1
instrument,9
overthrow,8
starving,2
around,5
hereunto,2
sums,4
preference,1
world,56
postal,2
bravery,2
offenders,4
obstruct,2
bankruptcies,3
satisfactory,24
superintendent,2
misapprehensions,1
pervading,1
divine,4
restoring,2
refer,11
scientific,2
power,192
intimate,1
went,2
industry,23
favorite,1
stipulations,8
practicable,31
neighbor,1
act,149
secret-service,1
stony,1
afforded,12
parties,35
accumulated,1
hidalgo,5
her,186
ever-increasing,1
detachments,2
brazilian,1
punished,3
stipulating,1
recommends,4
continents,1
discriminations,7
land,41
with,722
abused,3
rush,4
october,21
monopoly,1
impute,1
dependents,2
politically,1
agree,4
detailed,6
gone,11
ad,4
invigorating,1
exhausted,4
certain,27
am,24
an,368
as,790
ensuing,1
at,424
watched,2
tranquil,3
incautiously,1
tremble,1
drafts,1
injurious,2
extract,1
bremen,5
abolish,4
unparalleled,2
indemnify,1
congress,345
annex,4
refunded,2
decree,2
waving,1
intimation,1
brotherhood,1
shipping,3
half-clad,1
waived,1
mass,11
original,18
consider,12
caused,12
recapturing,1
welfare,6
oaths,1
to,3684
th,203
paying,4
appointment,12
returned,7
blockade,11
encroaching,1
condition,60
accompanying,24
large,78
adjust,21
small,28
confederated,8
husbanded,1
penalties,1
healed,1
past,32
guaranties--civil,1
pass,12
destitute,1
situated,6
section,9
post-offices,5
prevailed,10
hudsons,2
succinct,2
seemed,2
full,36
escaping,2
indecision,2
hours,3
concluding,3
november,10
compliance,3
aboriginal,1
experience,30
prior,2
social,2
cessation,1
murdering,1
depart,2
reclaimed,1
enactment,2
regiment,5
coercion,1
select,1
britannic,2
more,161
befitting,1
company,6
corrected,2
tested,3
jealousies,4
objections,16
bedford,1
keeping,3
pleasing,1
science,1
sent,15
learn,2
male,1
scramble,1
prompt,10
stated,17
suggestions,8
accept,12
states,613
sense,7
nonintervention,1
prostration,1
information,41
respective,23
imminent,2
enlarge,5
dismissed,1
glowing,1
musicians,1
plant,2
intended,17
waves,1
appealed,1
authentic,6
acquisitions,2
refuse,4
constitutions,3
courteously,1
inquire,1
fundamental,1
functionaries,5
replied,3
mexican,199
trade,34
attitude,3
paper,15
scott,4
signs,1
its,331
rapidly,13
termed,2
deeds,5
symptoms,1
ally,2
entire,8
propose,3
chagres,6
hereafter,13
always,18
assemblies,1
harbor,3
aggrieved,1
found,41
england,1
contiguous,5
reduce,10
exorbitant,1
operation,27
anxious,11
mockery,1
armaments,2
occurs,1
belief,11
murmur,1
reproach,2
owners,8
reared,2
retained,13
expedient,8
castle,1
exhibited,4
delicate,2
major,2
defaulting,1
precautionary,4
belligerent,5
number,65
preservation,14
exertions,2
peaceable,2
heads,5
introduction,3
justly,8
sympathies,4
warmly,1
immediate,17
consuls,2
consult,1
diffusion,1
determined,5
beforehand,1
servitude,3
sell,1
permanence,1
reliance,5
also,66
recognizing,1
internal,26
jacinto,3
effecting,1
plan,1
accepting,4
unequal,7
seize,2
sometimes,3
cover,1
cultivating,3
attacking,1
gold,17
blended,3
defended,3
session,55
tranquilized,1
overwhelmed,1
occupation,28
stockholders,2
failed,10
unjustly,3
equity,3
indifference,1
columns,1
dependent,2
adventurers,1
remedy,8
preparing,6
closely,1
devising,1
enemy,57
sects,1
progressive,2
proclaim,1
banking,5
surrendering,1
tottering,2
river,26
set,13
creator,1
instituted,5
collectively,1
see,9
sea,12
rejecting,1
guides,1
captured,6
available,4
milder,1
hardship,1
buoys,2
pluralities,1
postponement,2
incident,11
death,2
legislature,7
prospects,1
last,173
connection,8
retarded,2
poverty,1
whole,99
majesty,4
loan,31
allegiance,9
leon,1
rosa,2
adjoining,1
church,2
creeds,1
indefinite,6
reconnaissances,1
monthly,3
acceptance,3
convicted,1
extravagant,3
contained,13
firm,3
fire,1
mildness,1
fund,3
moderation,5
representative,8
towns,4
uncertain,4
judicial,11
reliable,2
expanded,3
pressed,3
error,9
owed,1
agitation,2
binding,5
owes,3
chase,1
queretaro,3
elevated,1
shorter,3
virtually,1
survey,3
adequately,1
comprehensive,2
alert,1
necessity,28
recent,5
expend,2
alleging,3
honor,34
person,8
regulating,7
construct,2
buchanan,2
arrests,1
admission,11
location,1
semimonthly,1
victims,1
emergency,14
demands,23
wives,1
suffering,6
quest,1
abound,1
projects,1
formal,5
imposed,39
d,25
slidell,8
communications,5
imposes,4
tribes,47
noninterference,3
amicably,2
senate,98
spring,2
necessaries,3
mighty,1
palo,1
amicable,14
fellow-being,1
religion,7
prosecuted,10
muscat,1
be,1399
unmindful,2
dictates,3
agreement,6
sante,1
nowhere,1
santa,12
relating,3
dictated,1
by,1310
thirty-fourth,1
deserved,2
benefactors,1
repair,4
reverence,1
into,168
plainest,2
appropriate,9
controversies,3
specifically,1
custom,1
occupy,12
elsewhere,2
light-houses,1
devolving,1
link,2
pacific,43
line,42
considerable,23
inducements,2
redeemed,1
up,30
us,42
morocco,1
--copy,1
consumed,8
genial,1
defined,7
overland,1
influence,14
coasting,1
surveying,2
defines,1
granada,2
fixing,1
preventing,4
definitely,1
revision,2
depredations,4
elements,3
energetic,3
oblige,1
prosecution,23
proclamations,3
suppression,1
sides,3
ago,8
destinies,2
age,4
summit,1
confederation,4
fresh,5
menace,1
having,47
monterey,4
code,2
partial,1
dawning,2
illustrates,1
results,14
existing,67
highways,1
debtors,1
inferences,4
luxuries,1
one-half,3
concerned,4
send,2
expeditious,1
resources,15
retire,3
continues,5
petitions,1
continued,26
minerals,1
timely,3
northwestern,1
transmission,2
experiencing,1
fewer,1
try,2
depositories,3
freed,3
pledge,1
unprofitable,1
munitions,4
incidentally,2
assembly,1
graduating,1
expressed,21
hereditary,1
henceforth,1
consistently,8
indian,46
flowing,1
harassing,2
led,7
eminently,8
orleans,9
respectively,8
antirepublican,1
cultivators,1
let,1
consideration,72
invented,1
fifteen,3
deduced,1
great,165
engage,7
receive,32
involved,15
resulting,2
defeat,6
opinion,46
makes,3
involves,2
steamers,36
distrusted,1
assemble,2
counsels,3
prohibiting,2
ninth,6
desiring,1
standing,9
confidence,5
cheered,1
excursions,2
ministers,5
next,18
doubt,23
forefathers,1
occurred,12
disarming,1
carrying,4
delegating,1
customer,2
this,576
reprisals,4
thin,1
fulfill,1
weaker,6
process,2
purposes,20
transpired,1
pieces,1
high,31
co-equal,1
weaken,2
pretexts,4
delay,26
aristocratical,1
establishment,36
greatly,23
await,1
ties,2
coast,38
efficiently,2
realized,5
tributary,3
element,2
commodities,2
asserts,3
volunteers,18
counted,1
produces,1
altogether,11
doubtful,3
produced,13
perfect,6
chosen,10
dispose,6
meantime,11
degrees,3
misapprehension,1
unliquidated,1
therefor,1
memorialists,1
physicians,1
prosper,3
dock,1
realize,3
presidential,1
installment,5
undertaking,1
internal-improvement,1
accompanies,1
sufficiently,1
truth,4
rising,2
beneath,1
doing,3
deficiency,1
books,1
thirteen,4
irritation,4
tenth,6
wander,1
witness,4
',7
dismissal,1
annexed,4
incalculable,2
release,3
surely,4
embarrass,3
reposed,1
mainland,1
transferable,3
could,86
length,9
ratification,17
removing,2
stimulate,1
sacredly,2
manuscript,1
owned,3
alleged,1
occurrences,1
owner,1
blows,1
legislative,25
fascinating,1
detailing,1
system,126
painful,2
adopts,1
interests,91
enforcement,1
accompany,1
unoccupied,1
laymen,1
unexpended,3
coinage,1
warfare,5
aggressor,3
disband,1
dissensions,6
devotion,2
collecting,5
false,7
shrinks,1
partnership,1
defending,2
fourteenth,2
clearly,11
viewed,2
necessities,2
documents,13
adjunct,1
jefferson's,1
device,1
stronger,3
face,8
perceiving,3
mechanical,1
wounded,1
fact,33
signally,1
terminate,12
disbanded,2
bring,10
unconnected,1
trivial,1
principal,32
nominally,1
planter,2
conciliate,1
entangling,1
should,323
planted,2
preliminaries,1
hope,17
exchanged,4
handle,1
means,67
familiar,1
prohibition,1
exchanges,2
defenseless,3
committees,3
h,1
taxes,18
vying,1
taxed,7
favoring,1
intervening,2
withstand,1
temporarily,4
perdido,1
exerted,4
unacted,1
agricultural,7
bidders,1
destiny,2
injustice,6
wabash,1
ends,4
revived,3
strides,1
restrictions,7
marts,1
etc,1
streams,2
invites,2
adjusted,8
conclude,14
acres,15
shudder,1
attorney-general,5
entitle,1
waste,1
louisiana,19
adopted,44
spain,24
wearied,1
garrisons,2
expiration,5
discoveries,2
delaying,1
designs,2
tenor,1
juan,1
concealing,1
conflicting,4
columbia,11
wisest,2
upon,333
infinite,2
monopolize,1
off,15
unceasingly,1
depredation,1
drawing,2
lest,3
less,43
thither,2
web,1
generous,4
arrest,4
valid,5
exempt,4
vain,9
burthened,1
increased,60
government,514
checking,3
cruz,10
five,13
belgium,2
heaven-favored,1
redound,1
imprison,2
become,62
amendment,5
surest,1
liquidation,1
guaranty,6
ballot,2
transport,1
contested,2
merge,1
avoid,12
salaries,2
does,27
manifest,17
selecting,1
impose--that,1
pressure,9
accompanied,6
posterity,2
imaginary,1
loans,15
counties,1
stage,1
gained,2
sister,6
laboring,2
monroe's,1
all-engrossing,1
concession,8
executives,1
alliance,1
letters,10
uninterruptedly,1
roads,2
mere,11
privates,4
terminated,3
disapproval,1
exchanging,1
terminates,1
riflemen,2
naturally,4
building,1
delivery,6
construction,21
compromitted,1
disbursement,8
evident,1
society,8
official,21
incompetent,2
excitement,3
placed,27
convince,2
problem,1
bearing,8
rightly,1
recognize,10
contribute,10
hearers,1
plundered,1
major-general,3
effected,10
planting,1
compared,4
efficacy,1
variety,2
dilatory,1
agriculture,12
lately,4
details,10
suppress,1
gallantly,1
francisco,3
monday,3
oppression,3
treason,6
arbiter,1
repeal,6
much-injured,3
rule,15
compete,3
practicability,2
brevet,1
consolidated,2
desirable,5
saved,7
chili,1
votes,4
effectually,6
unanimity,6
voted,3
arkansas,2
worth,1
commerce,80
contemplated,10
delegate,1
occasioned,2
horn,1
cementing,1
rigorous,1
planters,1
established,79
deliberate,5
bounties,6
revolutionize,1
consequent,2
establishes,1
churches,2
officially,3
consisting,3
simultaneously,1
richest,1
protection,82
pursuit,2
catastrophe,1
obtained,17
balance,12
rigorously,1
envoy,23
adopt,14
postponed,7
secure,21
highly,15
thursday,1
total,2
indians,15
negative,4
insult,3
separated,5
tolerated,2
reign,1
it,1169
separates,1
tariff,42
overrun,1
word,3
permits,1
work,3
refusing,8
theories,1
era,1
mechanic,6
piers,2
indicated,2
india,1
impair,1
indifferent,2
inhabitants,39
ordinary,8
resignation,1
after,95
customs,15
lay,7
law,79
alienate,3
hasty,3
appreciate,2
haste,1
atrocity,1
order,44
infested,1
office,16
devote,2
freights,1
consent,16
satisfied,18
somewhere,1
production,5
valor,1
then,42
them,313
affected,6
safe,9
break,3
emigrated,4
heaven,1
they,370
bank,42
embarrassed,1
rocky,17
ascends,1
slavery,16
--,9
reasonable,11
schemes,2
observance,1
voyages,1
councils,5
crimes,6
unconstitutionality,2
forts,1
forty,1
vessels,48
strangers,1
forth,4
forcible,1
veto,17
lawless,2
standard,9
appointments,1
disputes,1
amazement,2
enlightened,13
recovering,1
created,13
caprice,1
renew,2
oppose,1
incorporated,3
footsteps,1
organize,4
render,17
another,34
navigator,1
illustrate,1
balearic,1
protracted,5
compromise,40
john,2
efface,1
intestine,3
refraining,1
happily,3
diversified,1
rejected,17
wasted,1
mercy,1
admonitions,1
monarchies,2
binds,1
guilt,1
iron,2
evacuated,1
powers,84
respecting,4
manner,35
vigorous,5
contents,1
forced,11
charges',1
strength,20
genuine,1
convenient,4
latter,18
self-defense,1
subduing,1
subjects,20
luxury,4
forces,49
transmit,4
explanation,3
indemnification,2
exercised,25
extending,19
involving,10
germany,3
exercises,1
grave,4
calculated,8
ecclesiastical,1
treaty-making,1
inferred,1
accounted,2
deeply,8
voting,1
responded,3
fitted,2
reserve,1
precarious,2
eminent,2
respectfully,3
facto,1
enjoyed,11
consciousness,1
varied,2
guidance,2
deepest,1
pursuing,3
adequate,16
predecessor,5
do,46
explorations,1
de,8
preferred,1
yielded,5
frowning,2
prohibitory,4
happiest,2
runs,1
suffrage,1
irregularities,1
stead,1
multitude,1
undrawn,1
squadron,13
explanations,5
steam,4
secretary,107
erroneous,3
uninhabited,1
triumphed,1
observed,13
checks,12
discussions,4
diffidence,1
away,5
brigadier-generals,1
compensation,10
overgrown,2
unable,2
cooperation,4
deputies,2
misguided,1
we,206
terms,60
confessedly,1
convertible,2
intelligent,2
received,66
climate,6
misunderstand,1
exceeds,1
negotiation,26
tone,1
seizure,6
speak,4
gratitude,3
unhappily,2
slaveholding,4
condemned,4
thrice,1
duties,111
families,10
easy,3
attacked,1
concerning,4
excite,4
absorbent,1
them--a,1
gracious,2
applied,18
east,21
publicly,3
aim,3
entertains,3
aid,19
property,41
characterizing,2
mistake,1
straits,2
postmaster-general,14
exile,2
confirmed,9
patent,2
apparently,2
sailors,3
accumulating,2
monarch,1
convictions,6
imperiously,2
independent,50
springing,1
swell,2
evil,3
hand,10
liberties,2
ingraft,1
confiding,2
palpable,2
blamed,1
prescribed,18
vermont,1
kept,10
whereby,8
humble,1
humbly,1
the,9958
impression,1
thanks,1
chickasaw,2
adding,2
evidences,2
exalt,1
belongs,5
transformed,1
board,11
expelled,2
harmoniously,1
cape,2
unmolested,1
unfounded,1
retreat,2
securities,2
sparse,1
security,18
honored,2
born,1
productions,5
bore,4
congratulate,6
unavoidable,6
asking,3
unavoidably,1
cerro,1
participation,1
columbus,2
confer,5
disappointments,1
provocations,1
substitution,2
graduated,5
post,7
all--unequally,1
months,27
hostilities,29
constituting,5
cherish,6
propagate,1
considerations,11
pays,1
profession,1
bound,20
balances,3
rendering,3
formidable,3
unchanging,1
legislation,19
sovereign,5
liquidated,7
fight,6
accordingly,17
way,16
was,656
war,394
lowest,5
becoming,3
ceded,29
unredressed,7
true,28
responding,2
veiled,1
affluence,2
maximum,7
overruled,3
perpetuity,1
unusually,2
mails,7
promises,3
inclusive,2
umpire,3
religiously,1
evidence,10
promised,2
physical,2
weakened,4
senatorial,1
interested,6
holding,6
unwilling,4
o'clock,3
complains,2
bestowed,2
together,32
reception,1
precedent,2
tribunals,5
impulse,1
diplomacy,1
strengthened,5
consul,6
indicating,1
grateful,3
battle,5
devoted,1
certainly,2
aristocratic,1
compensate,1
permanently,4
division,9
protective,19
dispelled,1
emergencies,3
feeble,5
perceived,11
evaded,2
presented,34
altering,1
ascertaining,1
p,2
pauperism,2
upper,12
revolution,26
regret,8
bravo,4
agitate,1
cost,7
pillaging,1
purchasers,3
appear,5
assistance,5
avowing,1
uniform,3
last--a,1
shared,1
appeal,8
satisfy,4
collateral,1
appears,12
change,24
sending,1
exemption,5
trial,5
brigades,1
solumn,1
shifting,1
country's,7
lighthouses,1
marked,3
sincerely,4
capacious,2
atrocious,1
rarely,4
market,31
prove,11
beneficence,1
territories,50
live,5
entrance,2
commissioned,4
misconception,1
fortified,3
cap,1
renders,2
can,181
heart,7
december,45
heard,1
fortunes,2
occur,11
forty-ninth,4
productive,5
dispositions,1
discussion,4
bonds,6
economy,5
armies,7
product,1
sacrifice,4
southern,7
produce,25
islands,4
remember,3
whenever,10
explicit,2
sagacity,3
conquests,6
serving,2
misapplication,1
indeed,20
displayed,3
consulting,5
ended,3
affirms,1
still,58
acknowledge,5
conquerors,1
vicinity,6
inflicted,3
forms,8
immortality,1
emigrants,13
correspondence,13
halt,1
liberality,5
half,14
not,532
now,114
provision,47
nor,44
enacted,1
lineage,1
intrigues,2
january,20
drop,1
acres--has,1
entirely,9
naturalization,2
consummated,6
domain,3
challenged,1
directing,8
year,92
happen,5
avoided,12
shown,7
accomplish,10
opened,11
hastily,1
increase,53
navigating,6
ruinous,4
receiving,6
inevitably,1
defenses,4
aged,1
advantages,23
obligation,10
marine,6
inevitable,7
care,19
contemplation,1
selections,1
british,37
fetters,1
invitation,3
profess,1
blind,1
benefited,3
striking,3
illustrious,3
yourself,1
untrue,1
directly,7
impossible,7
message,68
forwarding,1
checked,4
mecklenburg-schwerin,1
trammeled,1
frame,2
friend,1
that,1346
taxation,11
obstinately,1
appreciated,2
factions,3
artifices,1
transferred,7
monopolies,1
freeholds,2
fruits,1
extinguish,2
sublime,3
bocanegra's,1
remained,19
correction,1
therefrom,1
recover,1
spoliations,1
veteran,2
manufacturers,6
forming,2
santiago,2
oppressive,3
price,40
successive,5
america,22
precedents,2
forever,3
reform,3
steady,3
slaves,1
dispersed,1
german,1
unfading,1
launched,1
tonnage,6
gratified,3
realizing,2
ratio,3
title,16
proclamation,5
proportion,11
only,111
enriched,6
inventions,1
evinced,1
expounders,1
reconquest,4
truly,2
fortifications,3
constitution--agents,1
revulsion,4
seldom,1
effectual,2
husband,1
concert,2
burst,1
station,2
elected,13
namely,1
unfit,1
culpable,1
resaca,1
concern,3
feuds,2
between,153
import,7
justified,4
notice,19
article,57
randolph,1
resides,1
enabling,1
reluctantly,1
dispatch,24
promptness,2
learning,1
moreover,5
actually,8
informed,15
territorial,34
dictator,3
dangers,9
external,5
abridging,1
scrupulously,4
countless,2
hardiest,1
freebooters,1
developing,2
these,286
alter,3
invited,9
soil,16
commander,10
embrace,8
commanded,3
multitudes,1
indebtedness,3
delusive,3
inquiry,8
charge',2
noble,4
finish,1
enjoyment,12
marking,1
fruit,1
attributes,1
nobly,1
complained,6
purer,1
theater,2
charges,2
constitutional,42
severe,6
immeasurable,1
coordinate,6
charged,10
disbursing,3
transmitting,4
conformably,3
valuable,16
sweeping,2
civilized,21
renewed,2
improvement,17
'extensive,1
treatment,1
republic,72
struck,1
disproportionate,1
real,12
exult,1
rules,2
ruler,3
usefully,1
early,42
earnest,5
detract,1
using,1
execution,18
recipient,1
rear,1
ruled,1
collective,2
annually,13
benefit,14
fully,27
twelve,7
exposed,8
pursuance,19
duration,4
passions,1
recorded,1
conservative,1
intrenched,1
wheat,1
business,27
sixth,2
equivalent,3
well-authenticated,1
burthens,1
states--has,1
sixty,4
exciting,1
throw,1
comparison,2
central,7
friendship,8
fell,2
remonstrance,1
testimony,1
palma,1
deranged,1
commodious,1
defraying,6
shipbuilding,2
heated,1
resuscitate,1
your,79
intervention,2
forwarded,2
prepare,7
area,2
assumed,8
low,8
lot,2
assumes,3
drains,1
delayed,3
two-thirds,10
copied,1
fraud,1
circulation,10
lawfully,3
subdue,1
moved,3
sales,15
menomonies,1
beyond,27
administered,5
event,26
terminating,2
you,59
poor,3
perils,3
endeavors,1
wields,1
tendencies,3
fiscal,32
bulk,1
controlled,2
requisition,1
restored,6
doubted,26
embracing,5
since,61
ceases,3
month,26
ceased,7
religious,7
pacific--making,1
referring,2
pledged,6
reprobated,1
foster,1
safety,24
pledges,2
homes,11
very,17
vera,10
decide,13
squadrons,4
deficient,1
nullity,3
enfeeble,2
excitements,1
enjoin,1
savage,3
conscience,1
witnessed,4
certificates,4
nullification,1
acknowledgments,2
recruits,1
modify,7
excess,2
eventful,2
strong,15
handwriting,2
interposed,5
conviction,10
losses,4
untiring,1
soldier,1
amount,107
interposes,1
successors,3
invalidate,2
family,7
requiring,10
tendered,1
conventional,1
probabilities,1
contains,13
abstaining,1
taken,41
injury,7
commenced,24
broke,3
mounted,4
producing,5
suffered,10
arrangements,7
nine,4
history,18
pushed,1
exclude,4
firmly,5
prussian,3
ratified,30
foreseen,1
reject,5
vigilance,7
well-settled,1
preemptions,1
tried,4
communicating,5
derived,36
triumphs,1
fe,4
invasion,16
horizontal,1
twenty-nine,1
compulsory,1
a,1532
renewing,1
deterioration,1
banks,24
soon,30
held,25
committee,4
committed,23
fruitful,1
absence,3
systems,2
differed,1
founders,1
finer,1
forbear,3
food,9
anticipated,9
commodore,1
foot,3
erection,2
imprisoned,1
sundays,1
occasions,6
intervene,1
semiannual,1
referred,16
heavy,14
restless,1
thirteenth,1
irreconcilable,1
enemy's,26
cemented,1
anarchy,5
surrounded,4
publish,1
sustain,7
ramified,1
issue,8
