,279
disruption,3
berlin,4
uncertain,1
adult,1
eternally,1
mainland,1
perkins,1
hold,9
casualties,1
supplemental,1
must,149
me,68
join,14
room,2
rights,14
pursue,5
work,50
gasoline,4
roof,1
immutable,1
rim,1
era,9
install,1
mr,23
revenues,5
my,189
example,11
ranges,1
defer,1
transition,2
unilateral,1
estate,2
give,18
preserving,4
organized,1
shattered,4
respective,1
involve,1
currency,1
world--we,1
want,29
savers,1
charities,1
keep,13
attract,2
advancing,1
absolute,1
well-armed,1
end,41
recovery,6
truenow,1
provide,22
agony,1
travel,1
awareness,1
damage,2
how,29
cures,1
accusations,1
significance,5
answer,4
record,14
disgrace,1
surcharge,2
doesn't,1
badly,3
rise,2
honored,1
minority,4
undergoing,1
less,15
warm,1
after,25
loyalty,1
ball,1
shores,3
wrong,2
creativity,1
president,99
law,18
meaningful,4
embargoes,1
steadfast,1
stronghold,1
purchase,3
attempt,4
splendid,2
effective,17
scourge,1
hasty,1
homeowners,1
appreciate,1
season,1
purging,1
illnesses,1
maintain,18
green,1
ultimate,2
democratic,4
adams,1
order,18
rebates,1
operations,1
senators,1
two-and-a-half,1
executed,1
untold,1
office,11
devote,1
welcomed,2
hebert,2
over,39
reforms,4
inconclusive,1
attorneys,1
strengthening,3
innovative,1
responsive,2
japan,17
wrought,1
before,42
sciences,1
up-to-date,1
kekkonen,1
fit,3
personal,5
highlights,1
gridiron,1
striking,1
befallen,2
writing,1
better,46
signatory,1
production,35
compelling,1
affair--if,1
enlisted,1
persist,2
stalemate,2
hidden,1
easier,2
overcome,2
virtually,1
then,13
them,45
affected,2
combination,2
prevented,1
weakness,1
unemployed,4
peoples,23
we'll,1
finish,1
peacemaking,1
effects,2
they,86
closer,5
killed,1
recorded,1
lifelong,1
eisenhower,3
saddened,1
prize,1
represents,2
opec,2
confronting,2
arrested,1
slavery,1
grows,2
souls,1
good,48
conflict,16
reasonable,6
each,25
went,4
-million,1
side,10
bond,1
consolidate,2
signing,3
financial,4
suspended,1
fairly,1
companies,2
innocent,1
principles,21
wednesday,1
vote,4
taught,1
trading,3
reached,3
substantially,5
truman,8
whip,3
borne,2
nonmilitary,1
vietnamunder,1
god,15
tried,3
waive,2
crucial,4
tomorrow,5
recrimination,1
encourage,7
daniel,1
comprehensive,10
medicine,2
got,3
newly,1
size,4
forth,4
independence,24
mistakes,4
foundation,5
perception,3
turning,4
assured,3
associate,1
veto,2
certifies,1
succession,1
threatened,2
given,5
free,25
yesterday,1
be--and,1
disputes,1
allocation,1
struggle,4
violation,1
people's,13
wanted,4
cornerstone,2
certified,1
silent,1
conform,1
enormous,5
staggers,1
unfulfilled,2
recovering,2
shelves,1
refugee,1
messages,1
days,15
priorities,1
renew,4
speedy,1
hopeless,1
tempting,2
kingdom,1
medicaid,1
symbolize,1
busing,2
already,15
necessity,1
perilous,1
revitalization,1
railroads,2
primary,7
trusting,1
nine-point,1
restrict,2
wash,1
floors,1
relations,39
another,20
stir-reliance,2
insulation,3
immensely,2
realistically,1
thousand,1
specially,1
diligently,1
avenues,1
nurtured,1
debase,1
service,10
similarly,1
top,2
engagement,1
cambodians,1
approximately,2
plentiful,1
needed,15
confirming,1
california,3
too,27
hypothetical,1
tom,3
tragic,4
percentage,1
john,1
bitter,1
unbroken,1
inalienable,1
troubled,5
ceiling,3
solemnly,2
asset,1
grandchildren,1
bounty,1
serve,6
took,8
wisdom,5
guidelines,1
western,8
somewhat,2
kept,4
abandoning,1
maintaining,2
begins,1
mercy,6
peril,1
rulethe,1
target,5
showed,1
divisible,1
enabled,1
rate,15
idly,1
nations,85
project,1
matter,7
guilt,1
speaking,3
deserving,1
mitigating,2
feeling,2
powers,12
spender,1
unintended,1
fashion,2
willingness,1
modern,5
mind,5
mine,7
deprived,1
spent,2
raw,5
pessimist,1
seed,1
manner,2
seen,4
seem,1
obviously,3
seek,10
tells,7
affairs,10
forgive,1
strength,26
widen,1
concrete,3
thoroughly,1
latter,1
responsible,10
potentialities,1
investment,10
zest,1
sound,11
fitting,1
practices,4
luxury,1
forces,25
paris,6
worsening,1
reversed,1
shipments,2
khoy,1
nobody,4
committing,2
though,7
denominator,1
wells,3
exercised,2
extending,2
involving,4
affirmatively,1
letter,2
cumulatively,1
imported,5
panic,2
grave,3
wand,1
zealand,2
constancy,1
consumers,4
neighborhoods,1
antitrust,3
accord,2
medical,4
clock,1
alumni,1
spend,2
envisions,1
thy,1
orderly,4
points,2
principle,4
boundless,1
enterprise,2
sensationalism,1
agricultures,1
voting,3
consumer,4
section,1
channels,1
reserve,6
saying,2
inspire,1
hunger,5
reductions,4
meetings,3
jurisdiction,3
nominated,1
anniversary,1
undue,1
attempts,1
abilities,1
asia,31
respectfully,1
participate,1
earth,6
tempted,1
reaffirm,4
unduly,1
traditions,2
lessons,1
orleans,8
execution,1
submit,8
latent,1
proposed,8
spite,2
situations,3
guidance,2
throttling,1
minnesota,1
wasting,2
appreciated,1
theme,1
deepest,1
rich,6
pursuing,1
adequate,10
rice,3
emphatically,1
predecessor,1
do,104
exports,3
four-point,1
hostility,3
conduct,7
stop,7
preferred,1
foremost,3
frowning,1
cushion,1
new,135
report,14
vividly,3
arsenals,1
dr,2
tribute,2
sandy,1
societies,2
rebirth,1
earn,2
countries,29
exchanged,1
fields,2
harmonizing,1
enhances,1
twice,6
bad,4
architecture,1
favors,3
release,1
movement,2
steam,1
secretary,13
respond,7
humanly,1
leasing,2
disaster,4
fair,6
turmoil,3
expediency,1
testing,2
new',1
blameless,1
resist,1
checks,1
depends,12
decided,1
result,6
clem,1
fail,4
resigned,2
hammer,1
yes,1
best,27
subject,2
misrule,1
said,19
capacity,16
asean,2
lots,1
away,9
ensures,1
rough,1
artificial,1
continent,2
pressures,2
stamps,2
r,1
finger,1
cooperation,32
states--beset,1
sorts,1
approach,5
preserve,4
discipline,3
we,587
men,17
terms,3
nationwide,1
elk,2
overlapping,1
confusion,1
optimist,2
weak,1
however,14
religious,1
boss,1
southeast,7
retirement,2
extent,2
disservice,1
dedication,5
news,3
debt,3
marines,1
improve,11
faced,4
received,5
climate,2
embarked,1
violators,1
sacrificing,1
reported,5
country,35
conclusions,2
space,3
against,20
gotten,1
participating,2
negative,1
mildly,1
faces,3
exceeds,3
distinction,1
contribution,4
refighting,2
asked,13
negotiation,5
prospect,4
skill,2
tough,4
appeared,1
civilians,2
gathering,2
brezhnev's,1
active,3
initiative,3
master,1
coal-fired,1
wider,1
trust,13
bureaucratic,1
speak,5
conference,21
petty,1
self-confidence,1
jobless,2
puts,1
mobilization,4
union,43
claiming,1
three,15
been,82
quickly,5
spur,2
commission,4
much,37
interest,18
basic,14
privilege,5
$those,1
basin,3
warmth,1
life,31
families,13
retrospect,1
eastern,3
drugs,6
quantities,1
republicans,5
speeches,2
wish,3
dave,2
lift,1
peace--does,1
personally,3
conserve,1
worked,7
comfortable,1
ballots,2
gracious,1
applied,1
unelected,1
exception,1
save,8
tank,2
ahead,13
presidency,10
affirm,2
submissions,1
platitudes,1
economies,4
air,6
lesser,1
ugly,1
evening,3
motorist,1
reagan,1
applies,1
appeals,2
aid,5
property,5
employees,1
launched,3
mistake,2
wonder,1
long-overdue,1
seven,1
vulnerability,4
rediscovery,1
metropolitan,1
played,1
linked,2
is,409
it,244
agenda,14
conditioned,1
ii,7
anger,2
experts,1
in,813
march,6
moderate-income,1
solutions,6
specter,1
disappear,3
if,79
grown,1
infringe,1
confirmed,2
adversaries,16
soldier,1
perform,1
things,6
make,46
everybody's,2
jerry,1
enlistment,1
democracies,6
stockpiling,1
complex,7
potentially,1
descend,1
unfortunate,1
disparaged,1
oil-exporting,1
transit,1
several,1
convictions,3
capacities,2
european,4
wheel,1
independent,8
commonsense,1
peaks,1
lindy,2
misery,1
hang,1
differing,2
evil,2
hand,8
liberties,1
afraid,1
dark,1
prosecuting,1
protected,2
opportunity,16
normalization,2
delegates,1
successors,1
shortly,2
intrusion,2
programs,48
charlie,1
rescinded,1
humble,2
redeem,1
echoed,1
inspires,1
academic,1
savings,4
materials,5
greatest,11
mother,1
alarms,1
hearts,4
the,2415
individual's,2
corporate,3
possesses,1
left,3
opinions,5
departed,1
just,28
unemployment,15
wiser,1
unfair,2
assigned,2
proposes,1
fighters,2
identify,1
thanks,2
human,18
facts,4
plight,1
yet,14
succeeding,1
previous,2
adding,2
remedial,1
hills,2
infinitely,1
stamina,2
ease,4
deters,1
had,50
intends,3
counted,1
potential,8
advantages,1
board,5
easy,6
technological,2
falter,1
has,122
latest,2
reminds,1
gave,2
desire,2
states--torn,1
sixth,1
self-inflicted,1
eroded,1
low-income,4
inequitable,1
survival,4
sufficiency,1
possible,9
regard,1
arab,2
interior,1
cultural,2
birth,1
performance,5
judge,1
unique,7
youdear,1
dreams,1
shoulder,1
melting,1
states',1
strengths,3
appearing,1
gift,1
visible,2
cooler,1
balances,1
unnecessary,2
specific,7
remind,1
transform,1
steps,10
ordains,1
night,5
security,50
introduce,3
pillar,1
towards,3
beacon-light,1
attorney,1
right,39
old,15
envision,3
korea,7
people,134
understand,2
flatter,1
creed,1
successfully,3
deaf,1
dead,2
born,1
productions,1
election,5
stagnation,1
escape,2
dear,4
altered,1
perfected,1
short-term,4
congratulate,3
proceeding,1
for,469
fourth,3
stronger,3
idealists,1
creative,5
everything,4
asking,8
enterprises,1
allocate,4
summoned,1
denied,1
offices,3
expense,1
opponents,1
participation,4
coordinator,1
specifically,1
shakes,1
marketing,1
corn,1
arbitrary,1
contest,1
constructive,10
popular,1
outlays,1
shifting,1
confrontation,9
losing,3
manufacturing,1
super,3
permitted,1
takes,1
chapter,2
transcends,2
theirs,3
newspapers,1
months,17
hostilities,2
submarine,1
recollect,1
countries-we,1
bicentennial,6
matsuda,1
misleading,1
ensure,11
afternoon,1
steadily,3
shared,3
efforts,19
automatically,1
nixon,8
considerations,3
raised,5
publishing,1
presence,4
civil,2
pays,4
prisoners,2
low-,1
obtaining,1
bound,2
intellectual,1
arms,15
down,22
freshman,4
beings,2
accomplishments,2
paper,2
doctrine,4
formidable,1
balanced,7
conciliation,1
refined,1
reducing,4
emigrate,2
mass,1
people--urgent,1
parade,1
east,19
rely,2
unpopular,1
overhaul,1
deal,10
weathered,1
support,19
initial,2
legislation,30
sovereign,1
fight,4
senate,12
accordingly,3
conservation,11
way,20
ballistic,2
accords,6
music,1
was,84
war,45
launching,2
happy,3
lowest,2
head,2
-year,6
form,4
offer,7
magnificent,1
heal,1
differences,7
discourage,2
vitality,2
ford,1
peninsula,3
failure,2
heat,2
uncle,1
catalyst,1
solar,1
sustained,7
removed,1
true,8
sent,5
counsel,1
responding,1
understood,1
inscription,1
maximum,9
until,2
generosity,1
economic,65
bolling,1
submitting,5
sides,5
prematurely,1
temper,1
accelerate,2
promises,6
proud,21
proved,2
participants,1
steady,11
specialities,1
one-third,1
proven,1
hungry,4
angola,2
proves,1
exist,3
promised,7
prayer,3
double-digit,1
ship,1
enlist,2
check,2
negotiations,15
dimly,1
faithful,1
eventual,1
floor,1
index,2
stake,4
when,32
liberalized,3
reality,6
interested,1
republic,23
holding,1
conferring,1
test,5
tie,1
unwilling,1
enemies,2
roll,1
unbalanced,1
intend,7
sons,1
helps,1
clear-cut,1
felt,2
utilities,3
let's,10
journey,1
intent,1
scores,1
authorities,6
generalized,1
acted,3
weekend,2
died,3
billion,34
younger,1
sanctions,1
reorganization,1
longer,7
bestowed,1
assume,2
truman's,1
changed,1
together,33
cohesion,1
loyal,2
vietnam,27
time,52
push,1
conferred,1
someplace,1
profits,5
overdue,2
neighbors,4
irrigation,1
concept,1
customary,1
broke,1
corps,1
diplomacy,5
strengthened,2
global,10
alternatives,1
illusions,3
rog,2
leads,2
selection,1
grateful,5
battle,6
abundant,2
premises,1
retention,1
idealism,1
certainly,1
doom,1
depend,7
essentials,1
striving,2
father,1
editors,1
suspending,1
passage,3
environment,10
answered,2
finally,8
prolonging,1
weakening,1
terror,1
pace,1
suffered,3
circumstances,4
veterans,1
southwest,1
advises,1
abundance,2
advantage,1
reconvene,1
allegations,1
two-way,2
keeping,1
congratulating,1
choice,2
emergencies,2
automobiles,2
tanks,1
advised,3
word,5
trouble,2
betterment,1
minute,3
governments,12
dim,1
perceived,1
level,5
did,20
unify,1
philippines,5
proposals,15
hawaii,5
standards,6
leave,4
domestically,1
settle,1
excellence,1
science,2
quick,3
safeguard,1
teaching,1
waldheim's,1
possibility,1
prevent,3
spiritual,2
brave,2
regret,2
tougher,2
trend,2
dealing,2
onrushing,1
requirements,1
prediction,1
sign,5
gratified,2
neglect,1
cost,19
scarcity,1
reaffirmed,6
patient,1
targets,1
substitute,1
majors,2
indochina,7
constitution,20
moments,2
seventy-four,1
assistance,16
foregoing,1
agrees,1
current,9
looking,2
suspect,1
fifth,2
goes,4
international,34
appeal,3
self-sufficiency,1
cranston,1
supporting,1
jury,1
confirmation,1
henry,2
inspiring,1
understanding,5
water,1
pioneered,1
magnetism,1
enriches,1
groups,1
address,7
alone,9
along,5
refused,1
change,12
wait,2
buck,1
mid-april,1
agenda--in,1
healthy,7
shift,3
studied,1
wherever,2
finnish,1
needlessly,1
trial,3
exemplifies,1
franklin,3
patriotic,2
priceless,2
bob,1
rediscover,1
all-out,1
nowhere,1
rededicate,1
emerge,2
cure,2
dick,1
love,7
extra,4
merely,3
chaired,1
prefer,1
marked,1
bloody,1
sincerely,2
flexibility,5
self-sufficient,1
penalized,1
employer,1
crisis,9
market,2
everybody,6
voices,1
troops,2
working,10
prove,2
sake,2
positive,7
angry,1
joyous,1
visit,10
by,202
territories,1
live,7
bases,1
opposed,1
nationpresident,1
symbolized,2
scope,1
clay,1
angels,1
order--in,1
today,53
sharing,7
schoolchildren,1
cranked,1
afford,7
share,23
acceptable,3
apparent,1
attained,1
rigid,2
complacent,1
employed,1
advise,1
cases,5
effort,20
communist,3
behalf,4
winding,1
organizations,1
valued,1
means',1
thousands,10
representing,2
family-owned,1
believes,1
purge,1
eloquent,1
hardest,1
regions,2
values,5
can,151
following,2
making,10
dollars,8
stimulating,1
attain,2
heart,6
dedicated,4
citizens,22
call--to,1
nursing,1
figure,2
predict,1
december,3
navy,2
reciprocate,1
base-loaded,1
high-crime,1
heard,4
wrongdoing,1
incredible,2
council,4
exclude,2
offense,1
occur,2
parliamentary,1
plunging,1
productive,7
monitoring,1
winter,3
fortunately,2
discussion,2
watching,3
moves,2
write,5
scrimmages,1
sunday,1
vital,24
sword,1
swore,2
plus,2
unforgettable,1
sworn,1
economy,44
antiballistic,1
product,2
paramount,1
modal,1
information,5
may,31
sacrifice,2
cherish,2
spot,1
praiseworthy,1
membership,1
birthday,1
pattern,1
mankind,11
restate,1
date,4
such,32
truly,8
flourish,2
eighth,1
unbelievably,1
man,6
disagreeable,1
infallibility,1
stress,2
natural,11
remember,7
commodity,1
whenever,3
varying,2
borrowing,3
st,1
multiracial,1
rather,8
gap,1
branched,1
so,49
unleash,1
exaggerates,1
handguns,1
talk,10
impartially,1
hands,6
serving,1
shield,1
nerve,1
bedrock,1
constituents,3
unacceptable,2
years,81
stability,20
course,24
cuts,4
cold,1
still,31
setbacks,3
continuity,2
group,3
thank,17
internationally,1
faults,1
thrives,1
undermined,1
troubles,3
decontrol,4
forms,1
platform,5
offers,3
suspicion,1
constitutes,1
farmer,4
policy,46
ours,3
main,2
decades,9
happened,6
three-tenths,1
employment,2
lonely,1
halt,2
thereby,2
views,6
speeding,1
ample,1
evacuation,2
investigated,1
nation,61
qualified,1
compelled,1
drilling,1
realities,2
wealthy,1
not,213
feature,1
now,102
provision,3
hall,2
nor,15
enacted,5
blueprints,1
equality,4
name,3
stabilize,1
lies,4
servant,2
january,15
belts,1
establishing,2
possibilities,2
realistic,3
one-fourth,2
careless,1
instabilities,1
veins,1
comprise,1
entirely,2
orphans,1
realism,3
trampled,1
individually,1
republican,2
dictated,1
significantly,1
latin,7
challenged,2
revised,1
party's,5
evaders,2
challenges,12
disappearing,1
befell,1
year,70
tempore,1
happen,6
avoided,2
tell--in,1
worthy,2
intended,4
canada,3
living,6
shown,2
america's,42
opened,2
factors,1
profit,1
tensions,7
concert,3
hastily,1
increase,33
countryside,1
seriously,6
investigation,1
rational,1
formula,2
receiving,1
reconciled,1
assurance,2
shows,2
inevitably,3
virtues,2
earlier,5
theory,1
self-determination,1
existed,2
million,24
mechanisms,1
governing,2
quite,3
complicated,3
besides,1
anchor,1
brooke,1
obligation,7
ominous,1
remainder,2
accommodation,3
care,10
fifty-five,1
advance,6
training,2
beautify,1
teachers,1
standby,5
discussing,1
affects,1
impose,6
unsung,1
british,1
honest,5
motion,1
turn,14
place,8
massive,8
invitation,2
entrusted,3
associates,1
think,17
first,42
benefited,1
revenue,5
spoken,3
illustrious,1
coming,3
developing-or,1
reprisal,2
one,76
reopen,1
soaring,2
americans,89
fast,3
directly,2
carry,3
corporations,1
message,4
open,4
george,3
affords,1
millions,17
city,5
little,7
humiliation,1
categorical,1
unselfish,1
caught,1
persuasions,1
five-year,2
response,3
anyone,3
indicate,1
fought,2
draft,3
terrifying,1
convention,5
legally,1
white,9
asian-pacific,2
participated,1
speaks,2
friend,3
gives,5
nutrition,2
mining,3
spiral,1
that,466
brains,2
taxation,2
men's,1
proving,1
released,1
slashed,1
eliminated,1
copy,1
undoubtedly,1
than,82
population,5
wide,2
rugged,1
unfortunately,7
accordance,1
most-favored-nation,1
require,13
helsinki,3
diplomatic,1
transferred,1
crossroads,2
showcase,1
cooperatively,1
future,75
germany,1
were,52
quarters,1
reconvenes,2
oath,7
and,1420
addressing,3
illness,2
sam,4
acknowledged,1
pro,1
premier,1
turned,4
argument,1
uniquely,1
overnight,2
humanity's,1
say,39
distorted,1
uninterrupted,1
recover,1
saw,2
any,41
batting,1
elsewhere,1
prosperity,8
conversion,1
efficient,1
veteran,1
diligence,1
ideas,5
peacekeeping,1
other,64
emphasis,4
jefferson,1
take,26
repeatedly,1
forming,1
objective,5
destroy,7
illuminated,1
encouraged,3
tigers,1
urge,12
begin,9
sure,8
pain,1
opposite,1
candidly,1
price,21
knew,2
phases,1
paid,5
dimensions,1
importantly,3
remarks,4
america,95
well-intentioned,2
hardships,2
mainstream,1
destiny,5
overwhelming,2
forever,2
operate,1
especially,8
energize,2
considered,4
average,4
mankind--we,1
implications,1
drive,2
ways,12
sibelius,1
carpooling,1
invulnerable,3
professional,2
abraham,5
salt,1
nightmare,2
laws,13
well-mannered,1
walking,1
surplus,5
show,5
teng,1
disunity,1
pursuant,1
sites,1
discovered,1
tulane's,1
bright,1
cambodian,2
threshold,2
scarce,2
superb,2
line,1
pacific,27
ground,4
minimize,2
slow,3
vigorously,3
genius,3
proclamation,2
treasure,2
enough,13
problem-solving,1
crime,12
impunity,1
only,61
going,8
black,1
energy-saving,1
treasury,3
uppermost,1
enthusiasm,1
congressional,9
dispute,1
intercontinental,2
guarded,1
explosion,1
degrade,1
get,13
winters,1
grossing,1
balconies,1
employers,1
aim,1
cannot,42
nearly,9
applause,2
prime,2
regarding,1
resource,2
floods,2
seldom,2
yield,1
morning,3
miles,5
whipped,1
where,28
vision,7
deterring,1
nonintervention,1
declarations,3
interchange,1
honesty,3
imposing,1
violated,1
bill's,1
hasn't,1
famine,2
elected,8
actively,3
us,96
eliminating,2
seal,1
calendar,1
reforming,1
aroused,3
concern,11
appear,1
rigidly,1
voluntary,4
mortgage,4
farmers,4
federal,82
review,6
amen,1
definite,1
representatives,9
sponsorship,1
weapons,12
outside,3
danger--another,1
between,34
affecting,1
import,7
self-government,1
across,5
caucus,1
multiplied,1
jobs,36
august,12
parent,1
legitimacy,1
preach,1
capitol,2
dome,2
cheap,2
signaled,1
blame,3
concentrate,3
spare,4
implemented,1
hurts,1
article,2
harshly,1
cities,3
come,40
concentrated,2
perceptions,1
missions,1
useless,1
successes,4
many,87
region,11
trades,1
quiet,2
energies,2
s,8
inward,1
senator,5
comes,7
allowance,1
duty,11
among,22
forecasting,1
solving,1
historians,1
cancer,1
bricks,1
deeds,3
pot,1
hereunto,1
period,14
dispatch,2
expectations,2
satisfaction,1
maintained,1
grants,3
pundits,1
stretched,1
learning,1
comeback,1
associated,1
dislocation,1
considers,1
runaway,3
phnom,1
turkey,10
arts,2
undercuts,1
subscribed,2
capable,2
west,5
rebuild,3
locally,1
absence,1
concede,3
mark,1
deserters,2
almighty,1
punished,2
combined,1
motives,1
peaceful,16
transactions,1
peoples',1
wants,2
direction,16
enable,4
transportation,2
shortages,5
radiates,1
offered,1
formed,1
resistance,1
wounds,5
curbing,1
geothermal,1
observe,2
external,3
declaration,3
thing,4
evidence,2
spirit,14
those,53
countless,2
case,2
myself,3
diligent,1
developing,19
these,87
polls,4
cash,3
selling,1
estrangement,1
rancor,1
policies,12
promising,4
cancelled,1
situation,13
margin,1
invited,1
four-power,2
eventually,1
tens,2
endowed,2
sincere,2
engaged,4
deficits,2
middle,15
pressing,4
motivated,1
wisely,1
technology,16
everyday,1
expenditures,4
missiles,2
develop,12
harsh,1
april,11
reshape,2
granted,3
seeking,3
court-ordered,1
immense,4
same,21
trip,2
speech,2
disquieted,1
manila,1
enrich,1
figures,1
struggling,3
document,2
events,7
week,8
noble,2
extended,5
edged,1
centuries,5
closest,2
singapore,2
applaud,1
assist,3
drives,1
director,1
persons,2
running,1
delicate,1
unmanageable,1
changing,4
anticipated,1
totally,1
tradition,4
renewable,1
perennial,1
largely,1
charges,2
no,71
constitutional,7
mortgages,2
severe,3
costs,8
solve,8
relief,2
components,1
inability,1
easing,3
otherwise,1
dimension,1
bodies,2
justify,2
gates,1
being,14
money,10
guided,3
dancers,1
ninth,1
risk,1
sweeping,1
violent,1
cease,1
cambodia,4
aspect,1
summed,1
touch,1
overconfident,1
speed,4
underline,1
captured,1
statesmen,1
presumption,1
renewed,2
trespassed,1
thinking,1
rose,1
insufficient,1
except,6
improvement,4
combatants,1
color,1
shrine,1
bloc,1
treatment,2
plenty,1
role,5
struck,1
reformed,2
disrupt,1
after-effects,1
momentum,3
real,20
around,4
reassured,1
rules,3
sums,1
inflation-produced,1
over-extended,1
early,4
forge,4
inflation,42
brezhnev,2
schedules,1
transcended,1
world,138
accepted,1
disappointed,1
vanished,1
dare,2
heightened,1
suppliers,2
serves,2
shrink,1
sanity,1
chamber,8
audience,6
full-scale,1
either,7
fully,6
output,1
nice,1
endorsed,1
reduced,6
assertions,1
satisfactory,1
burdens,7
couldn't,1
non-nuclear,1
tragedies,1
competition,8
japanese,2
eddie,2
table,1
reconsider,2
racial,1
divine,1
snowy,1
enacting,1
alternates,1
provided,3
passions,2
mood,1
honeymoon,1
confirm,2
poorly,1
memories,3
highest,6
portend,1
stops,1
matsunaga,1
pioneer,1
critical,7
deficit,2
provides,7
moderate,1
porter,1
victory,7
measuring,1
considering,1
marriage,2
welcome,13
assembly,2
scientific,1
business,12
quit,1
industrialized,2
fitness,1
strained,1
credits,1
mexico,1
leadership,23
calmer,1
innocence,1
thailand,1
throw,3
lock,1
on,273
central,6
origins,1
package,2
of,1537
industry,11
sustain,2
greater,19
practical,6
mutually,2
boldly,1
rested,2
medicare,3
stand,15
earnest,1
act,29
johnston,2
tariffs,1
mean,6
or,110
road,2
detente,13
heavy,2
lands,1
devoting,1
communication,2
image,2
skilled,1
blessed,1
airlines,1
empress,2
everyone,3
rising,2
lively,1
determine,1
parties,5
watchdog,1
valuable,2
your,67
intervention,3
one-fifth,1
legacy,1
prepare,2
area,7
strictly,1
there,76
subscribes,1
stark,1
restrained,1
start,9
weyand,1
kindnesses,1
watched,1
lot,3
series,1
cultures,3
decisive,2
valley,1
fish,1
innovated,1
media,1
crimes,4
complete,4
tranquility,2
relatives,1
dangers,3
pleased,2
pitches,1
sophisticated,2
know-how,1
promote,9
with,284
proposal,2
faster,4
extend,1
hire,1
zablocki,1
upper-level,1
temperaments,1
preside,1
intra-german,1
grasp,1
hemispheric,1
dependents,1
politically,3
compromise,4
agree,3
affection,1
darker,1
detailed,1
gone,3
sounder,1
brotherly,1
enriched,1
exhausted,2
certain,5
totaling,1
forgot,1
am,92
sales,2
wartime,2
general,14
peace--we,1
as,274
at,131
importing,1
politics,2
encompass,1
withdrawal,2
spends,1
again,26
amendments,5
beyond,7
credibility,2
designating,1
insurance,11
productively,1
planned,2
unparalleled,1
american's,1
instantly,1
you,123
president's,3
presenting,1
poor,6
lapel,1
championship,1
equitably,1
congress,157
separate,4
students,6
refunded,1
symbol,2
waged,2
drift,3
includes,3
seriousness,1
podium,1
important,17
peak,1
coverage,1
serious,9
equitable,3
stocks,1
pool,1
building,9
noninflationary,1
backward,1
bilateral,3
wife,4
colonialism,1
vote-hungry,1
hard-working,1
repay,1
stockpile,1
u,5
restored,1
prerequisite,1
alleviate,1
resolution,2
original,1
maturity,2
represent,5
all,182
throes,1
consider,5
consciences,2
alleviation,1
instincts,2
dollar,9
month,5
founded,3
unrest,1
deadline,3
cooperative,7
fairness,2
talks,3
follow,3
settlement,9
decisions,17
subjects,1
reluctant,1
synthetic,2
equipment,5
preserves,1
careful,1
remarkable,4
pledged,2
laid,4
opportunities,9
former,12
handgun,1
to,1298
program,50
commander,2
preserved,1
tranquillity,2
malaysia,1
health,16
enjoying,2
pledges,3
hill,1
activities,5
khmer,2
woman,1
appointment,1
worse,7
straightforward,1
divisions,2
very,74
horror,1
engrave,1
saved,2
focus,1
blockade,1
novel,1
worst,6
won't,5
decide,1
fall,1
savagery,1
difference,1
condition,3
--,128
venezuela,1
list,4
applicable,1
large,1
supplement,1
hard-pressed,1
harry,3
